realDate,Date,Adj_Close,Adj_Won,Open,High,Low,Volume
2007.03.26,20070326,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.03.27,20070327,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.03.28,20070328,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.03.29,20070329,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.03.30,20070330,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.04.02,20070402,1305.0,0.0,1305.0,1305.0,1305.0,0.0
2007.04.03,20070403,2465.0,295.0,2145.0,2465.0,1990.0,164504.0
2007.04.04,20070404,2830.0,365.0,2470.0,2830.0,2465.0,129764.0
2007.04.05,20070405,2790.0,-40.0,2830.0,2870.0,2535.0,61224.0
2007.04.06,20070406,2580.0,-210.0,2790.0,2845.0,2500.0,76843.0
2007.04.09,20070409,2500.0,-80.0,2460.0,2600.0,2350.0,92960.0
2007.04.10,20070410,2405.0,-95.0,2370.0,2485.0,2355.0,84820.0
2007.04.11,20070411,2405.0,0.0,2450.0,2450.0,2340.0,36085.0
2007.04.12,20070412,2260.0,-145.0,2445.0,2445.0,2045.0,190637.0
2007.04.13,20070413,2260.0,0.0,2330.0,2330.0,2180.0,27228.0
2007.04.16,20070416,2280.0,20.0,2220.0,2290.0,2210.0,39459.0
2007.04.17,20070417,2335.0,55.0,2280.0,2450.0,2255.0,92623.0
2007.04.18,20070418,2350.0,15.0,2295.0,2400.0,2285.0,19279.0
2007.04.19,20070419,2340.0,-10.0,2310.0,2350.0,2265.0,41677.0
2007.04.20,20070420,2365.0,25.0,2260.0,2370.0,2260.0,25974.0
2007.04.23,20070423,2350.0,-15.0,2400.0,2400.0,2320.0,33280.0
2007.04.24,20070424,2265.0,-85.0,2315.0,2380.0,2265.0,63699.0
2007.04.25,20070425,2290.0,25.0,2255.0,2350.0,2245.0,61587.0
2007.04.26,20070426,2285.0,-5.0,2360.0,2360.0,2200.0,11784.0
2007.04.27,20070427,2270.0,-15.0,2285.0,2325.0,2185.0,11952.0
2007.04.30,20070430,2180.0,-90.0,2300.0,2300.0,2140.0,22911.0
2007.05.02,20070502,2155.0,-25.0,2320.0,2320.0,2120.0,8577.0
2007.05.03,20070503,2230.0,75.0,2160.0,2230.0,2145.0,84020.0
2007.05.04,20070504,2210.0,-20.0,2230.0,2230.0,2150.0,30262.0
2007.05.07,20070507,2115.0,-95.0,2260.0,2260.0,2085.0,28708.0
2007.05.08,20070508,2070.0,-45.0,2180.0,2180.0,2060.0,20009.0
2007.05.09,20070509,2170.0,100.0,2160.0,2250.0,2060.0,32322.0
2007.05.10,20070510,2195.0,25.0,2105.0,2195.0,2080.0,47873.0
2007.05.11,20070511,2120.0,-75.0,2090.0,2240.0,2080.0,14700.0
2007.05.14,20070514,2100.0,-20.0,2055.0,2145.0,2055.0,14765.0
2007.05.15,20070515,2085.0,-15.0,2120.0,2120.0,2060.0,31079.0
2007.05.16,20070516,2180.0,95.0,2100.0,2180.0,2060.0,38279.0
2007.05.17,20070517,2110.0,-70.0,2095.0,2180.0,2080.0,38274.0
2007.05.18,20070518,2120.0,10.0,2130.0,2140.0,2090.0,13747.0
2007.05.21,20070521,2150.0,30.0,2160.0,2160.0,2095.0,7584.0
2007.05.22,20070522,2105.0,-45.0,2085.0,2195.0,2075.0,22503.0
2007.05.23,20070523,2110.0,5.0,2150.0,2165.0,2080.0,47567.0
2007.05.25,20070525,2070.0,-40.0,2110.0,2140.0,2060.0,10055.0
2007.05.28,20070528,2130.0,60.0,2070.0,2150.0,2055.0,33917.0
2007.05.29,20070529,2175.0,45.0,2160.0,2295.0,2160.0,27626.0
2007.05.30,20070530,2130.0,-45.0,2200.0,2200.0,2100.0,43584.0
2007.05.31,20070531,2170.0,40.0,2150.0,2230.0,2085.0,108923.0
2007.06.01,20070601,2240.0,70.0,2190.0,2240.0,2100.0,136014.0
2007.06.04,20070604,2290.0,50.0,2395.0,2395.0,2250.0,63581.0
2007.06.05,20070605,2290.0,0.0,2290.0,2310.0,2230.0,22248.0
2007.06.07,20070607,2360.0,70.0,2360.0,2595.0,2290.0,160885.0
2007.06.08,20070608,2250.0,-110.0,2350.0,2360.0,2230.0,71809.0
2007.06.11,20070611,2310.0,60.0,2300.0,2400.0,2250.0,38363.0
2007.06.12,20070612,2510.0,200.0,2465.0,2520.0,2300.0,76784.0
2007.06.13,20070613,2490.0,-20.0,2555.0,2555.0,2435.0,33733.0
2007.06.14,20070614,2425.0,-65.0,2490.0,2520.0,2415.0,37480.0
2007.06.15,20070615,2525.0,100.0,2495.0,2525.0,2415.0,122159.0
2007.06.18,20070618,2745.0,220.0,2660.0,2900.0,2560.0,462301.0
2007.06.19,20070619,2800.0,55.0,2745.0,2990.0,2745.0,93724.0
2007.06.20,20070620,2680.0,-120.0,2925.0,2925.0,2680.0,60366.0
2007.06.21,20070621,2560.0,-120.0,2620.0,2750.0,2500.0,62650.0
2007.06.22,20070622,2505.0,-55.0,2675.0,2675.0,2460.0,29865.0
2007.06.25,20070625,2460.0,-45.0,2510.0,2510.0,2310.0,36435.0
2007.06.26,20070626,2460.0,0.0,2590.0,2590.0,2405.0,47116.0
2007.06.27,20070627,2410.0,-50.0,2535.0,2535.0,2320.0,16471.0
2007.06.28,20070628,2365.0,-45.0,2410.0,2460.0,2310.0,61299.0
2007.06.29,20070629,2345.0,-20.0,2290.0,2385.0,2290.0,44114.0
2007.07.02,20070702,2390.0,45.0,2425.0,2425.0,2350.0,8402.0
2007.07.03,20070703,2500.0,110.0,2415.0,2695.0,2415.0,40498.0
2007.07.04,20070704,2500.0,0.0,2500.0,2580.0,2450.0,13896.0
2007.07.05,20070705,2460.0,-40.0,2460.0,2600.0,2450.0,20617.0
2007.07.06,20070706,2420.0,-40.0,2460.0,2530.0,2370.0,22505.0
2007.07.09,20070709,2335.0,-85.0,2440.0,2440.0,2315.0,35656.0
2007.07.10,20070710,2320.0,-15.0,2360.0,2360.0,2275.0,29064.0
2007.07.11,20070711,2330.0,10.0,2350.0,2350.0,2285.0,10484.0
2007.07.12,20070712,2400.0,70.0,2360.0,2400.0,2310.0,21986.0
2007.07.13,20070713,2420.0,20.0,2420.0,2420.0,2320.0,50397.0
2007.07.16,20070716,2450.0,30.0,2420.0,2495.0,2390.0,55434.0
2007.07.18,20070718,2345.0,-105.0,2595.0,2595.0,2250.0,18334.0
2007.07.19,20070719,2425.0,80.0,2350.0,2435.0,2310.0,20684.0
2007.07.20,20070720,2420.0,-5.0,2400.0,2425.0,2355.0,12171.0
2007.07.23,20070723,2280.0,-140.0,2420.0,2420.0,2280.0,12578.0
2007.07.24,20070724,2265.0,-15.0,2250.0,2310.0,2210.0,16727.0
2007.07.25,20070725,2245.0,-20.0,2240.0,2300.0,1975.0,15006.0
2007.07.26,20070726,2180.0,-65.0,2300.0,2330.0,2155.0,30612.0
2007.07.27,20070727,2100.0,-80.0,2150.0,2280.0,2020.0,30526.0
2007.07.30,20070730,2075.0,-25.0,2140.0,2140.0,2040.0,11683.0
2007.07.31,20070731,2120.0,45.0,2100.0,2145.0,2060.0,17640.0
2007.08.01,20070801,2150.0,30.0,2150.0,2170.0,2100.0,10087.0
2007.08.02,20070802,2180.0,30.0,2210.0,2210.0,2135.0,13470.0
2007.08.03,20070803,2225.0,45.0,2205.0,2300.0,2155.0,12398.0
2007.08.06,20070806,2200.0,-25.0,2100.0,2300.0,2100.0,2964.0
2007.08.07,20070807,2210.0,10.0,2180.0,2300.0,2160.0,3959.0
2007.08.08,20070808,2220.0,10.0,2125.0,2265.0,2120.0,10665.0
2007.08.09,20070809,2190.0,-30.0,2220.0,2250.0,2100.0,11887.0
2007.08.10,20070810,2230.0,40.0,2110.0,2240.0,2110.0,8676.0
2007.08.13,20070813,2200.0,-30.0,2250.0,2250.0,2155.0,1646.0
2007.08.14,20070814,2190.0,-10.0,2220.0,2220.0,2140.0,12545.0
2007.08.16,20070816,2030.0,-160.0,2180.0,2180.0,2000.0,6074.0
2007.08.17,20070817,2065.0,35.0,2000.0,2160.0,1950.0,30661.0
2007.08.20,20070820,2160.0,95.0,2015.0,2190.0,2015.0,19202.0
2007.08.21,20070821,2155.0,-5.0,2200.0,2230.0,2045.0,58756.0
2007.08.22,20070822,2150.0,-5.0,2190.0,2190.0,2050.0,21012.0
2007.08.23,20070823,2130.0,-20.0,2115.0,2190.0,2090.0,141071.0
2007.08.24,20070824,2145.0,15.0,2100.0,2150.0,2090.0,33625.0
2007.08.27,20070827,2155.0,10.0,2140.0,2190.0,2095.0,32141.0
2007.08.28,20070828,2150.0,-5.0,2190.0,2190.0,2080.0,6743.0
2007.08.29,20070829,2130.0,-20.0,2160.0,2160.0,2045.0,13972.0
2007.08.30,20070830,2080.0,-50.0,2180.0,2180.0,2020.0,31884.0
2007.08.31,20070831,2070.0,-10.0,2060.0,2150.0,2060.0,9397.0
2007.09.03,20070903,2090.0,20.0,2070.0,2180.0,2000.0,11411.0
2007.09.04,20070904,2055.0,-35.0,2100.0,2130.0,1980.0,11870.0
2007.09.05,20070905,1995.0,-60.0,2095.0,2095.0,1980.0,37739.0
2007.09.06,20070906,2000.0,5.0,2050.0,2050.0,1940.0,78485.0
2007.09.07,20070907,2300.0,300.0,2095.0,2300.0,2080.0,694388.0
2007.09.10,20070910,2420.0,120.0,2310.0,2495.0,2210.0,564162.0
2007.09.11,20070911,2230.0,-190.0,2490.0,2490.0,2065.0,211551.0
2007.09.12,20070912,2280.0,50.0,2250.0,2290.0,2100.0,181212.0
2007.09.13,20070913,2205.0,-75.0,2320.0,2320.0,2165.0,74141.0
2007.09.14,20070914,2185.0,-20.0,2250.0,2255.0,2165.0,77554.0
2007.09.17,20070917,2200.0,15.0,2185.0,2220.0,2150.0,69322.0
2007.09.18,20070918,2210.0,10.0,2200.0,2275.0,2150.0,73228.0
2007.09.19,20070919,2185.0,-25.0,2185.0,2270.0,2160.0,45993.0
2007.09.20,20070920,2150.0,-35.0,2175.0,2240.0,2105.0,49735.0
2007.09.21,20070921,2080.0,-70.0,2110.0,2160.0,2035.0,33596.0
2007.09.27,20070927,2085.0,5.0,2050.0,2130.0,2030.0,25068.0
2007.09.28,20070928,2070.0,-15.0,2090.0,2135.0,2055.0,24118.0
2007.10.01,20071001,2060.0,-10.0,2130.0,2130.0,2060.0,29106.0
2007.10.02,20071002,2060.0,0.0,2060.0,2110.0,2050.0,57762.0
2007.10.04,20071004,2125.0,65.0,2110.0,2175.0,2040.0,24429.0
2007.10.05,20071005,2190.0,65.0,2125.0,2210.0,2110.0,64597.0
2007.10.08,20071008,2170.0,-20.0,2230.0,2230.0,2150.0,40286.0
2007.10.09,20071009,2300.0,130.0,2120.0,2350.0,2100.0,185447.0
2007.10.10,20071010,2280.0,-20.0,2300.0,2380.0,2215.0,46203.0
2007.10.11,20071011,2200.0,-80.0,2250.0,2315.0,2105.0,31340.0
2007.10.12,20071012,2195.0,-5.0,2170.0,2280.0,2105.0,13500.0
2007.10.15,20071015,2180.0,-15.0,2195.0,2210.0,2145.0,15958.0
2007.10.16,20071016,2060.0,-120.0,2140.0,2185.0,2045.0,32770.0
2007.10.17,20071017,2100.0,40.0,2060.0,2100.0,1995.0,42913.0
2007.10.18,20071018,2055.0,-45.0,2040.0,2090.0,2035.0,9339.0
2007.10.19,20071019,2005.0,-50.0,2100.0,2100.0,2005.0,19807.0
2007.10.22,20071022,1950.0,-55.0,1995.0,2005.0,1725.0,25332.0
2007.10.23,20071023,2050.0,100.0,1980.0,2100.0,1950.0,47229.0
2007.10.24,20071024,2290.0,240.0,2110.0,2290.0,2020.0,85852.0
2007.10.25,20071025,2250.0,-40.0,2290.0,2290.0,2140.0,34589.0
2007.10.26,20071026,2255.0,5.0,2325.0,2325.0,2130.0,24050.0
2007.10.29,20071029,2300.0,45.0,2300.0,2350.0,2165.0,120361.0
2007.10.30,20071030,2220.0,-80.0,2320.0,2320.0,2180.0,14928.0
2007.10.31,20071031,2180.0,-40.0,2245.0,2260.0,2135.0,29531.0
2007.11.01,20071101,2190.0,10.0,2250.0,2250.0,2110.0,17344.0
2007.11.02,20071102,2235.0,45.0,2200.0,2350.0,2110.0,43026.0
2007.11.05,20071105,2180.0,-55.0,2320.0,2320.0,2005.0,20793.0
2007.11.06,20071106,2070.0,-110.0,2115.0,2200.0,2015.0,67293.0
2007.11.07,20071107,2070.0,0.0,2035.0,2135.0,2015.0,20594.0
2007.11.08,20071108,2070.0,0.0,2045.0,2140.0,2020.0,9127.0
2007.11.09,20071109,2080.0,10.0,2170.0,2170.0,2010.0,19101.0
2007.11.12,20071112,2050.0,-30.0,2100.0,2100.0,1990.0,17174.0
2007.11.13,20071113,2025.0,-25.0,2050.0,2055.0,1980.0,8595.0
2007.11.14,20071114,2000.0,-25.0,2060.0,2060.0,1900.0,16102.0
2007.11.15,20071115,2000.0,0.0,2010.0,2010.0,1980.0,5988.0
2007.11.16,20071116,2070.0,70.0,2000.0,2095.0,1925.0,49289.0
2007.11.19,20071119,2070.0,0.0,2000.0,2090.0,1985.0,15708.0
2007.11.20,20071120,2030.0,-40.0,2090.0,2090.0,2030.0,8319.0
2007.11.21,20071121,2045.0,15.0,2030.0,2090.0,2000.0,10633.0
2007.11.22,20071122,2000.0,-45.0,2050.0,2050.0,1900.0,13138.0
2007.11.23,20071123,1965.0,-35.0,1950.0,2050.0,1920.0,15714.0
2007.11.26,20071126,2000.0,35.0,1995.0,2000.0,1910.0,10853.0
2007.11.27,20071127,2000.0,0.0,2030.0,2030.0,1940.0,10111.0
2007.11.28,20071128,2020.0,20.0,1980.0,2050.0,1975.0,18755.0
2007.11.29,20071129,2090.0,70.0,2050.0,2125.0,2045.0,38720.0
2007.11.30,20071130,2050.0,-40.0,2105.0,2105.0,2000.0,23081.0
2007.12.03,20071203,1970.0,-80.0,2050.0,2080.0,1970.0,29200.0
2007.12.04,20071204,1995.0,25.0,1970.0,2000.0,1970.0,30003.0
2007.12.05,20071205,1960.0,-35.0,1985.0,1985.0,1935.0,9583.0
2007.12.06,20071206,1970.0,10.0,2000.0,2045.0,1930.0,48036.0
2007.12.07,20071207,2000.0,30.0,1985.0,2000.0,1930.0,26224.0
2007.12.10,20071210,1970.0,-30.0,1950.0,2030.0,1950.0,2465.0
2007.12.11,20071211,1995.0,25.0,2050.0,2050.0,1920.0,1699.0
2007.12.12,20071212,1990.0,-5.0,1910.0,1995.0,1910.0,1919.0
2007.12.13,20071213,1990.0,0.0,2000.0,2000.0,1955.0,6326.0
2007.12.14,20071214,1975.0,-15.0,1990.0,1990.0,1940.0,1691.0
2007.12.17,20071217,1930.0,-45.0,1930.0,1975.0,1930.0,3752.0
2007.12.18,20071218,1960.0,30.0,1975.0,1975.0,1915.0,2376.0
2007.12.20,20071220,1940.0,-20.0,1975.0,1975.0,1905.0,1351.0
2007.12.21,20071221,1870.0,-70.0,1905.0,1940.0,1870.0,5143.0
2007.12.24,20071224,1820.0,-50.0,1930.0,1930.0,1815.0,7698.0
2007.12.26,20071226,1830.0,10.0,1820.0,1885.0,1800.0,6254.0
2007.12.27,20071227,1850.0,20.0,1850.0,1860.0,1830.0,2928.0
2007.12.28,20071228,1930.0,80.0,1935.0,1935.0,1830.0,1878.0
2008.01.02,20080102,1900.0,-30.0,2000.0,2000.0,1820.0,5005.0
2008.01.03,20080103,1880.0,-20.0,1900.0,1900.0,1820.0,8064.0
2008.01.04,20080104,1775.0,-105.0,1880.0,1885.0,1775.0,18520.0
2008.01.07,20080107,1850.0,75.0,1800.0,1850.0,1615.0,26929.0
2008.01.08,20080108,1815.0,-35.0,1865.0,1865.0,1725.0,5038.0
2008.01.09,20080109,1815.0,0.0,1800.0,1860.0,1755.0,3729.0
2008.01.10,20080110,1735.0,-80.0,1840.0,1840.0,1660.0,12563.0
2008.01.11,20080111,1600.0,-135.0,1790.0,1790.0,1550.0,29443.0
2008.01.14,20080114,1605.0,5.0,1635.0,1635.0,1555.0,2727.0
2008.01.15,20080115,1560.0,-45.0,1605.0,1665.0,1510.0,10935.0
2008.01.16,20080116,1460.0,-100.0,1490.0,1595.0,1460.0,3382.0
2008.01.17,20080117,1510.0,50.0,1545.0,1665.0,1465.0,50514.0
2008.01.18,20080118,1560.0,50.0,1545.0,1590.0,1490.0,1868.0
2008.01.21,20080121,1565.0,5.0,1600.0,1600.0,1470.0,939.0
2008.01.22,20080122,1500.0,-65.0,1500.0,1560.0,1340.0,19810.0
2008.01.23,20080123,1545.0,45.0,1700.0,1700.0,1430.0,3267.0
2008.01.24,20080124,1550.0,5.0,1545.0,1635.0,1480.0,4734.0
2008.01.25,20080125,1545.0,-5.0,1550.0,1550.0,1465.0,1025.0
2008.01.28,20080128,1550.0,5.0,1545.0,1550.0,1450.0,9371.0
2008.01.29,20080129,1490.0,-60.0,1735.0,1735.0,1475.0,12365.0
2008.01.30,20080130,1460.0,-30.0,1445.0,1530.0,1410.0,5963.0
2008.01.31,20080131,1485.0,25.0,1485.0,1485.0,1450.0,4213.0
2008.02.01,20080201,1480.0,-5.0,1485.0,1520.0,1450.0,2316.0
2008.02.04,20080204,1480.0,0.0,1450.0,1525.0,1450.0,10667.0
2008.02.05,20080205,1485.0,5.0,1455.0,1525.0,1455.0,464.0
2008.02.11,20080211,1495.0,10.0,1520.0,1520.0,1445.0,656.0
2008.02.12,20080212,1500.0,5.0,1525.0,1530.0,1460.0,16055.0
2008.02.13,20080213,1505.0,5.0,1540.0,1540.0,1500.0,9098.0
2008.02.14,20080214,1435.0,-70.0,1520.0,1590.0,1410.0,59824.0
2008.02.15,20080215,1500.0,65.0,1440.0,1500.0,1360.0,4861.0
2008.02.18,20080218,1500.0,0.0,1530.0,1530.0,1460.0,2587.0
2008.02.19,20080219,1500.0,0.0,1500.0,1515.0,1465.0,4607.0
2008.02.20,20080220,1515.0,15.0,1460.0,1540.0,1460.0,13409.0
2008.02.21,20080221,1510.0,-5.0,1535.0,1535.0,1470.0,7700.0
2008.02.22,20080222,1455.0,-55.0,1510.0,1510.0,1450.0,17468.0
2008.02.25,20080225,1490.0,35.0,1450.0,1500.0,1450.0,3964.0
2008.02.26,20080226,1445.0,-45.0,1490.0,1520.0,1440.0,11592.0
2008.02.27,20080227,1500.0,55.0,1495.0,1500.0,1400.0,19741.0
2008.02.28,20080228,1515.0,15.0,1500.0,1530.0,1440.0,39338.0
2008.02.29,20080229,1495.0,-20.0,1550.0,1550.0,1490.0,21188.0
2008.03.03,20080303,1530.0,35.0,1470.0,1530.0,1440.0,16148.0
2008.03.04,20080304,1545.0,15.0,1585.0,1585.0,1495.0,19069.0
2008.03.05,20080305,1515.0,-30.0,1550.0,1550.0,1500.0,26614.0
2008.03.06,20080306,1585.0,70.0,1515.0,1585.0,1515.0,10202.0
2008.03.07,20080307,1720.0,135.0,1580.0,1790.0,1550.0,47330.0
2008.03.10,20080310,1720.0,0.0,1720.0,1785.0,1520.0,23385.0
2008.03.11,20080311,1710.0,-10.0,1720.0,1720.0,1655.0,16937.0
2008.03.12,20080312,1710.0,0.0,1710.0,1710.0,1620.0,19659.0
2008.03.13,20080313,1715.0,5.0,1710.0,1720.0,1660.0,19979.0
2008.03.14,20080314,1710.0,-5.0,1780.0,1780.0,1665.0,9866.0
2008.03.17,20080317,1710.0,0.0,1665.0,1735.0,1600.0,15070.0
2008.03.18,20080318,1705.0,-5.0,1670.0,1705.0,1665.0,23640.0
2008.03.19,20080319,1685.0,-20.0,1705.0,1705.0,1640.0,14402.0
2008.03.20,20080320,1685.0,0.0,1695.0,1695.0,1660.0,1929.0
2008.03.21,20080321,1780.0,95.0,1920.0,1920.0,1670.0,1448.0
2008.03.24,20080324,1780.0,0.0,1770.0,1790.0,1690.0,24498.0
2008.03.25,20080325,1720.0,-60.0,1780.0,1810.0,1720.0,2050.0
2008.03.26,20080326,1715.0,-5.0,1730.0,1730.0,1610.0,5884.0
2008.03.27,20080327,1720.0,5.0,1720.0,1720.0,1700.0,5426.0
2008.03.28,20080328,1700.0,-20.0,1720.0,1720.0,1650.0,11599.0
2008.03.31,20080331,1645.0,-55.0,1730.0,1730.0,1645.0,15705.0
2008.04.01,20080401,1680.0,35.0,1675.0,1680.0,1620.0,8368.0
2008.04.02,20080402,1575.0,-105.0,1685.0,1685.0,1565.0,20186.0
2008.04.03,20080403,1570.0,-5.0,1600.0,1645.0,1530.0,11424.0
2008.04.04,20080404,1565.0,-5.0,1570.0,1585.0,1480.0,39915.0
2008.04.07,20080407,1610.0,45.0,1560.0,1650.0,1560.0,24992.0
2008.04.08,20080408,1615.0,5.0,1610.0,1630.0,1560.0,5471.0
2008.04.10,20080410,1635.0,20.0,1640.0,1640.0,1620.0,22358.0
2008.04.11,20080411,1640.0,5.0,1620.0,1650.0,1580.0,24534.0
2008.04.14,20080414,1600.0,-40.0,1650.0,1650.0,1600.0,20426.0
2008.04.15,20080415,1640.0,40.0,1600.0,1700.0,1590.0,26804.0
2008.04.16,20080416,1650.0,10.0,1635.0,1650.0,1605.0,18251.0
2008.04.17,20080417,1645.0,-5.0,1685.0,1685.0,1565.0,15282.0
2008.04.18,20080418,1835.0,190.0,1650.0,1850.0,1620.0,33767.0
2008.04.21,20080421,1745.0,-90.0,1810.0,2080.0,1735.0,114577.0
2008.04.22,20080422,1840.0,95.0,1700.0,1900.0,1700.0,23837.0
2008.04.23,20080423,1830.0,-10.0,1840.0,1895.0,1650.0,7194.0
2008.04.24,20080424,1855.0,25.0,1850.0,1865.0,1720.0,25362.0
2008.04.25,20080425,1850.0,-5.0,1865.0,1865.0,1770.0,13217.0
2008.04.28,20080428,1825.0,-25.0,1855.0,1885.0,1730.0,9580.0
2008.04.29,20080429,1830.0,5.0,1855.0,1855.0,1745.0,5527.0
2008.04.30,20080430,1820.0,-10.0,1840.0,1845.0,1760.0,5116.0
2008.05.02,20080502,1900.0,80.0,1820.0,2050.0,1770.0,25137.0
2008.05.06,20080506,1990.0,90.0,1915.0,2100.0,1915.0,21404.0
2008.05.07,20080507,2000.0,10.0,2080.0,2080.0,1905.0,58591.0
2008.05.08,20080508,2060.0,60.0,2000.0,2090.0,1980.0,41835.0
2008.05.09,20080509,1995.0,-65.0,2060.0,2140.0,1995.0,59302.0
2008.05.13,20080513,2095.0,100.0,2005.0,2095.0,2005.0,40443.0
2008.05.14,20080514,2260.0,165.0,2110.0,2400.0,2110.0,116434.0
2008.05.15,20080515,2210.0,-50.0,2240.0,2280.0,2010.0,542689.0
2008.05.16,20080516,2140.0,-70.0,2260.0,2470.0,2105.0,80654.0
2008.05.19,20080519,2200.0,60.0,2150.0,2400.0,2100.0,112156.0
2008.05.20,20080520,2250.0,50.0,2250.0,2270.0,2160.0,43166.0
2008.05.21,20080521,2100.0,-150.0,2280.0,2280.0,2100.0,38491.0
2008.05.22,20080522,2070.0,-30.0,2090.0,2150.0,1860.0,65421.0
2008.05.23,20080523,2115.0,45.0,2240.0,2240.0,2075.0,17403.0
2008.05.26,20080526,2185.0,70.0,2055.0,2200.0,2055.0,26723.0
2008.05.27,20080527,2255.0,70.0,2155.0,2340.0,2155.0,62531.0
2008.05.28,20080528,2330.0,75.0,2255.0,2500.0,2255.0,131662.0
2008.05.29,20080529,2400.0,70.0,2250.0,2430.0,2250.0,48887.0
2008.05.30,20080530,2380.0,-20.0,2400.0,2500.0,2125.0,40109.0
2008.06.02,20080602,2330.0,-50.0,2450.0,2450.0,2300.0,25106.0
2008.06.03,20080603,2330.0,0.0,2400.0,2400.0,2250.0,14145.0
2008.06.04,20080604,2265.0,-65.0,2385.0,2385.0,2200.0,5198.0
2008.06.05,20080605,2260.0,-5.0,2340.0,2340.0,2125.0,16331.0
2008.06.09,20080609,2170.0,-90.0,2090.0,2485.0,2090.0,24166.0
2008.06.10,20080610,2075.0,-95.0,2105.0,2160.0,2020.0,20958.0
2008.06.11,20080611,2100.0,25.0,2195.0,2195.0,2010.0,6158.0
2008.06.12,20080612,2110.0,10.0,2175.0,2180.0,2020.0,10011.0
2008.06.13,20080613,2160.0,50.0,2240.0,2375.0,2110.0,4290.0
2008.06.16,20080616,2160.0,0.0,2285.0,2285.0,2100.0,23403.0
2008.06.17,20080617,2150.0,-10.0,2180.0,2195.0,2040.0,11812.0
2008.06.18,20080618,2195.0,45.0,2150.0,2220.0,2150.0,19948.0
2008.06.19,20080619,2180.0,-15.0,2195.0,2195.0,2140.0,3300.0
2008.06.20,20080620,2185.0,5.0,2155.0,2185.0,2105.0,13693.0
2008.06.23,20080623,2155.0,-30.0,2185.0,2185.0,1865.0,21339.0
2008.06.24,20080624,2155.0,0.0,2110.0,2155.0,2050.0,5144.0
2008.06.25,20080625,2070.0,-85.0,2105.0,2160.0,2070.0,7405.0
2008.06.26,20080626,2090.0,20.0,2070.0,2090.0,2045.0,7752.0
2008.06.27,20080627,2190.0,100.0,2150.0,2190.0,2000.0,21068.0
2008.06.30,20080630,2190.0,0.0,2195.0,2285.0,2055.0,18463.0
2008.07.01,20080701,2055.0,-135.0,2190.0,2230.0,2055.0,18027.0
2008.07.02,20080702,2150.0,95.0,2250.0,2250.0,1800.0,146916.0
2008.07.03,20080703,2100.0,-50.0,2060.0,2140.0,2005.0,4403.0
2008.07.04,20080704,2050.0,-50.0,2055.0,2110.0,2040.0,13867.0
2008.07.07,20080707,2075.0,25.0,2025.0,2100.0,2020.0,5270.0
2008.07.08,20080708,2070.0,-5.0,2200.0,2200.0,2000.0,21411.0
2008.07.09,20080709,2070.0,0.0,2005.0,2180.0,2005.0,17825.0
2008.07.10,20080710,2045.0,-25.0,2000.0,2060.0,2000.0,14176.0
2008.07.11,20080711,2080.0,35.0,2005.0,2090.0,2005.0,7304.0
2008.07.14,20080714,2075.0,-5.0,2040.0,2080.0,2040.0,1399.0
2008.07.15,20080715,2060.0,-15.0,2025.0,2080.0,2020.0,4489.0
2008.07.16,20080716,2055.0,-5.0,2060.0,2060.0,2020.0,9099.0
2008.07.17,20080717,2055.0,0.0,2005.0,2060.0,2000.0,13430.0
2008.07.18,20080718,2030.0,-25.0,2130.0,2130.0,2010.0,1751.0
2008.07.21,20080721,2090.0,60.0,2040.0,2090.0,2010.0,13097.0
2008.07.22,20080722,2050.0,-40.0,2080.0,2080.0,2000.0,15976.0
2008.07.23,20080723,2085.0,35.0,2115.0,2115.0,2015.0,13533.0
2008.07.24,20080724,2080.0,-5.0,2005.0,2080.0,1990.0,10922.0
2008.07.25,20080725,2070.0,-10.0,2100.0,2100.0,2030.0,3279.0
2008.07.28,20080728,2100.0,30.0,2010.0,2100.0,2010.0,11627.0
2008.07.29,20080729,2095.0,-5.0,2020.0,2095.0,2020.0,9303.0
2008.07.30,20080730,2040.0,-55.0,2050.0,2160.0,2030.0,5927.0
2008.07.31,20080731,2160.0,120.0,2100.0,2160.0,2070.0,9757.0
2008.08.01,20080801,2290.0,130.0,2200.0,2300.0,2090.0,13540.0
2008.08.04,20080804,2270.0,-20.0,2330.0,2330.0,2190.0,3852.0
2008.08.05,20080805,2270.0,0.0,2200.0,2290.0,2200.0,13575.0
2008.08.06,20080806,2200.0,-70.0,2270.0,2270.0,2150.0,5300.0
2008.08.07,20080807,2235.0,35.0,2230.0,2260.0,2115.0,21583.0
2008.08.08,20080808,2240.0,5.0,2140.0,2240.0,2140.0,8625.0
2008.08.11,20080811,2215.0,-25.0,2240.0,2240.0,2140.0,53520.0
2008.08.12,20080812,2210.0,-5.0,2150.0,2210.0,2140.0,8407.0
2008.08.13,20080813,2230.0,20.0,2170.0,2230.0,2160.0,7223.0
2008.08.14,20080814,2210.0,-20.0,2210.0,2400.0,2210.0,42972.0
2008.08.18,20080818,2150.0,-60.0,2190.0,2290.0,2135.0,10000.0
2008.08.19,20080819,2175.0,25.0,2190.0,2190.0,2045.0,4851.0
